Định nghĩa,Điều – khoản tương ứng,Nội dung chi tiết,Keyphrase
 Điều kiện hưởng lương hưu,Điều 54 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 54. Điều kiện hưởng lương hưu
1. Người lao động quy định tại các điểm a, b, c, d, g, h và i khoản 1 Điều 2 của Luật này, trừ trường hợp quy định tại khoản 3 Điều này, khi nghỉ việc có đủ 20 năm đóng bảo hiểm xã hội trở lên thì được hưởng lương hưu nếu thuộc một trong các trường hợp sau đây:
a) Nam đủ 60 tuổi, nữ đủ 55 tuổi;
b) Nam từ đủ 55 tuổi đến đủ 60 tuổi, nữ từ đủ 50 tuổi đến đủ 55 tuổi và có đủ 15 năm làm nghề hoặc công việc nặng nhọc, độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm thuộc danh mục do Bộ Lao động - Thương binh và Xã hội, Bộ Y tế ban hành hoặc có đủ 15 năm làm việc ở nơi có phụ cấp khu vực hệ số 0,7 trở lên;
c) Người lao động từ đủ 50 tuổi đến đủ 55 tuổi và có đủ 20 năm đóng bảo hiểm xã hội trở lên mà trong đó có đủ 15 năm làm công việc khai thác than trong hầm lò;
d) Người bị nhiễm HIV/AIDS do tai nạn rủi ro nghề nghiệp.
2. Người lao động quy định tại điểm đ và điểm e khoản 1 Điều 2 của Luật này nghỉ việc có đủ 20 năm đóng bảo hiểm xã hội trở lên được hưởng lương hưu khi thuộc một trong các trường hợp sau đây:
a) Nam đủ 55 tuổi, nữ đủ 50 tuổi, trừ trường hợp Luật sĩ quan quân đội nhân dân Việt Nam, Luật công an nhân dân, Luật cơ yếu có quy định khác;
b) Nam từ đủ 50 tuổi đến đủ 55 tuổi, nữ từ đủ 45 tuổi đến đủ 50 tuổi và có đủ 15 năm làm nghề hoặc công việc nặng nhọc, độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm thuộc danh mục do Bộ Lao động - Thương binh và Xã hội, Bộ Y tế ban hành hoặc có đủ 15 năm làm việc ở nơi có phụ cấp khu vực hệ số 0,7 trở lên;
c) Người bị nhiễm HIV/AIDS do tai nạn rủi ro nghề nghiệp.
3. Lao động nữ là người hoạt động chuyên trách hoặc không chuyên trách ở xã, phường, thị trấn tham gia bảo hiểm xã hội khi nghỉ việc mà có từ đủ 15 năm đến dưới 20 năm đóng bảo hiểm xã hội và đủ 55 tuổi thì được hưởng lương hưu.
4. Chính phủ quy định điều kiện về tuổi hưởng lương hưu đối với một số trường hợp đặc biệt; điều kiện hưởng lương hưu của các đối tượng quy định tại điểm c và điểm d khoản 1, điểm c khoản 2 Điều này. 
","bao hiem xa hoi, dieu kien, luong huu"
 Điều kiện hưởng lương hưu khi suy giảm khả năng lao động,Điều 55 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 55. Điều kiện hưởng lương hưu khi suy giảm khả năng lao động
1. Người lao động quy định tại các điểm a, b, c, d, g, h và i khoản 1 Điều 2 của Luật này khi nghỉ việc có đủ 20 năm đóng bảo hiểm xã hội trở lên được hưởng lương hưu với mức thấp hơn so với người đủ điều kiện hưởng lương hưu quy định tại điểm a và điểm b khoản 1 Điều 54 của Luật này nếu thuộc một trong các trường hợp sau đây:
a) Từ ngày 01 tháng 01 năm 2016, nam đủ 51 tuổi, nữ đủ 46 tuổi và bị suy giảm khả năng lao động từ 61% trở lên thì đủ điều kiện hưởng lương hưu khi suy giảm khả năng lao động. Sau đó mỗi năm tăng thêm một tuổi cho đến năm 2020 trở đi, nam đủ 55 tuổi và nữ đủ 50 tuổi thì mới đủ điều kiện hưởng lương hưu khi suy giảm khả năng lao động từ 61% trở lên;
b) Nam đủ 50 tuổi, nữ đủ 45 tuổi và bị suy giảm khả năng lao động từ 81% trở lên;
c) Bị suy giảm khả năng lao động từ 61% trở lên và có đủ 15 năm trở lên làm nghề hoặc công việc đặc biệt nặng nhọc, độc hại, nguy hiểm thuộc danh mục do Bộ Lao động - Thương binh và Xã hội, Bộ Y tế ban hành.
2. Người lao động quy định tại điểm đ và điểm e khoản 1 Điều 2 của Luật này khi nghỉ việc có đủ 20 năm đóng bảo hiểm xã hội trở lên, bị suy giảm khả năng lao động từ 61% trở lên được hưởng lương hưu với mức thấp hơn so với người đủ điều kiện hưởng lương hưu quy định tại điểm a và điểm b khoản 2 Điều 54 của Luật này khi thuộc một trong các trường hợp sau đây:
a) Nam đủ 50 tuổi, nữ đủ 45 tuổi trở lên;
b) Có đủ 15 năm trở lên làm nghề hoặc công việc đặc biệt nặng nhọc, độc hại, nguy hiểm thuộc danh mục do Bộ Lao động - Thương binh và Xã hội, Bộ Y tế ban hành. 
","bao hiem xa hoi, dieu kien huong, luong huu, suy giam kha nang lao dong"
 Mức lương hưu hằng tháng,Điều 56 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 56. Mức lương hưu hằng tháng
1. Từ ngày Luật này có hiệu lực thi hành cho đến trước ngày 01 tháng 01 năm 2018, mức lương hưu hằng tháng của người lao động đủ điều kiện quy định tại Điều 54 của Luật này được tính bằng 45% mức bình quân tiền lương tháng đóng bảo hiểm xã hội quy định tại Điều 62 của Luật này tương ứng với 15 năm đóng bảo hiểm xã hội, sau đó cứ thêm mỗi năm thì tính thêm 2% đối với nam và 3% đối với nữ; mức tối đa bằng 75%.
2. Từ ngày 01 tháng 01 năm 2018, mức lương hưu hằng tháng của người lao động đủ điều kiện quy định tại Điều 54 của Luật này được tính bằng 45% mức bình quân tiền lương tháng đóng bảo hiểm xã hội quy định tại Điều 62 của Luật này và tương ứng với số năm đóng bảo hiểm xã hội như sau:
a) Lao động nam nghỉ hưu vào năm 2018 là 16 năm, năm 2019 là 17 năm, năm 2020 là 18 năm, năm 2021 là 19 năm, từ năm 2022 trở đi là 20 năm;
b) Lao động nữ nghỉ hưu từ năm 2018 trở đi là 15 năm.
Sau đó cứ thêm mỗi năm, người lao động quy định tại điểm a và điểm b khoản này được tính thêm 2%; mức tối đa bằng 75%.
3. Mức lương hưu hằng tháng của người lao động đủ điều kiện quy định tại Điều 55 của Luật này được tính như quy định tại khoản 1 và khoản 2 Điều này, sau đó cứ mỗi năm nghỉ hưu trước tuổi quy định thì giảm 2%.
Trường hợp tuổi nghỉ hưu có thời gian lẻ đến đủ 06 tháng thì mức giảm là 1%, từ trên 06 tháng thì không giảm tỷ lệ phần trăm do nghỉ hưu trước tuổi.
4. Mức lương hưu hằng tháng của lao động nữ đủ điều kiện hưởng lương hưu theo quy định tại khoản 3 Điều 54 được tính theo số năm đóng bảo hiểm xã hội và mức bình quân tiền lương tháng đóng bảo hiểm xã hội như sau: đủ 15 năm đóng bảo hiểm xã hội tính bằng 45% mức bình quân tiền lương tháng đóng bảo hiểm xã hội quy định tại Điều 62 của Luật này. Từ đủ 16 năm đến dưới 20 năm đóng bảo hiểm xã hội, cứ mỗi năm đóng tính thêm 2%.
5. Mức lương hưu hằng tháng thấp nhất của người lao động tham gia bảo hiểm xã hội bắt buộc đủ điều kiện hưởng lương hưu theo quy định tại Điều 54 và Điều 55 của Luật này bằng mức lương cơ sở, trừ trường hợp quy định tại điểm i khoản 1 Điều 2 và khoản 3 Điều 54 của Luật này.
6. Chính phủ quy định chi tiết Điều này.","bao hiem xa hoi, muc luong huu, hang thang"
 Điều chỉnh lương hưu,Điều 57 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 57. Điều chỉnh lương hưu
Chính phủ quy định việc điều chỉnh lương hưu trên cơ sở mức tăng của chỉ số giá tiêu dùng và tăng trưởng kinh tế phù hợp với ngân sách nhà nước và quỹ bảo hiểm xã hội. 
","bao hiem xa hoi, dieu chinh, luong huu"
 Trợ cấp một lần khi nghỉ hưu,Điều 58 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 58. Trợ cấp một lần khi nghỉ hưu
1. Người lao động có thời gian đóng bảo hiểm xã hội cao hơn số năm tương ứng với tỷ lệ hưởng lương hưu 75% thì khi nghỉ hưu, ngoài lương hưu còn được hưởng trợ cấp một lần.
2. Mức trợ cấp một lần được tính theo số năm đóng bảo hiểm xã hội cao hơn số năm tương ứng với tỷ lệ hưởng lương hưu 75%, cứ mỗi năm đóng bảo hiểm xã hội thì được tính bằng 0,5 tháng mức bình quân tiền lương tháng đóng bảo hiểm xã hội.","bao hiem xa hoi, tro cap mot lan, nghi huu"
 Thời điểm hưởng lương hưu,Điều 59 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 59. Thời điểm hưởng lương hưu
1. Đối với người lao động đang đóng bảo hiểm xã hội bắt buộc quy định tại các điểm a, b, c, d, đ, e và i khoản 1 Điều 2 của Luật này, thời điểm hưởng lương hưu là thời điểm ghi trong quyết định nghỉ việc do người sử dụng lao động lập khi người lao động đã đủ điều kiện hưởng lương hưu theo quy định của pháp luật.
2. Đối với người lao động đang đóng bảo hiểm xã hội bắt buộc quy định tại điểm h khoản 1 Điều 2 của Luật này, thời điểm hưởng lương hưu được tính từ tháng liền kề khi người lao động đủ điều kiện hưởng lương hưu và có văn bản đề nghị gửi cho cơ quan bảo hiểm xã hội.
3. Đối với người lao động quy định tại điểm g khoản 1 Điều 2 của Luật này và người đang bảo lưu thời gian đóng bảo hiểm xã hội, thời điểm hưởng lương hưu là thời điểm ghi trong văn bản đề nghị của người lao động đã đủ điều kiện hưởng lương hưu theo quy định.
4. Bộ trưởng Bộ Lao động - Thương binh và Xã hội quy định chi tiết về thời điểm hưởng lương hưu đối với người lao động quy định tại khoản 1 Điều 2 của Luật này.","bao hiem xa hoi, thoi diem, huong luong huu"
 Bảo hiểm xã hội một lần,Điều 60 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 60. Bảo hiểm xã hội một lần
1. Người lao động quy định tại khoản 1 Điều 2 của Luật này mà có yêu cầu thì được hưởng bảo hiểm xã hội một lần nếu thuộc một trong các trường hợp sau đây:
a) Đủ tuổi hưởng lương hưu theo quy định tại các khoản 1, 2 và 4 Điều 54 của Luật này mà chưa đủ 20 năm đóng bảo hiểm xã hội hoặc theo quy định tại khoản 3 Điều 54 của Luật này mà chưa đủ 15 năm đóng bảo hiểm xã hội và không tiếp tục tham gia bảo hiểm xã hội tự nguyện;
b) Ra nước ngoài để định cư;
c) Người đang bị mắc một trong những bệnh nguy hiểm đến tính mạng như ung thư, bại liệt, xơ gan cổ chướng, phong, lao nặng, nhiễm HIV đã chuyển sang giai đoạn AIDS và những bệnh khác theo quy định của Bộ Y tế;
d) Trường hợp người lao động quy định tại điểm đ và điểm e khoản 1 Điều 2 của Luật này khi phục viên, xuất ngũ, thôi việc mà không đủ điều kiện để hưởng lương hưu.
2. Mức hưởng bảo hiểm xã hội một lần được tính theo số năm đã đóng bảo hiểm xã hội, cứ mỗi năm được tính như sau:
a) 1,5 tháng mức bình quân tiền lương tháng đóng bảo hiểm xã hội cho những năm đóng trước năm 2014;
b) 02 tháng mức bình quân tiền lương tháng đóng bảo hiểm xã hội cho những năm đóng từ năm 2014 trở đi;
c) Trường hợp thời gian đóng bảo hiểm xã hội chưa đủ một năm thì mức hưởng bảo hiểm xã hội bằng số tiền đã đóng, mức tối đa bằng 02 tháng mức bình quân tiền lương tháng đóng bảo hiểm xã hội.
3. Mức hưởng bảo hiểm xã hội một lần thực hiện theo quy định tại khoản 2 Điều này không bao gồm số tiền Nhà nước hỗ trợ đóng bảo hiểm xã hội tự nguyện, trừ trường hợp quy định tại điểm c khoản 1 Điều này.
4. Thời điểm tính hưởng bảo hiểm xã hội một lần là thời điểm ghi trong quyết định của cơ quan bảo hiểm xã hội. 
","bao hiem xa hoi, mot lan"
 Bảo lưu thời gian đóng bảo hiểm xã hội,Điều 61 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 61. Bảo lưu thời gian đóng bảo hiểm xã hội
Người lao động khi nghỉ việc mà chưa đủ điều kiện để hưởng lương hưu theo quy định tại Điều 54 và Điều 55 của Luật này hoặc chưa hưởng bảo hiểm xã hội một lần theo quy định tại Điều 60 của Luật này thì được bảo lưu thời gian đóng bảo hiểm xã hội. 
","bao hiem xa hoi, bao luu thoi gian, dong bao hiem xa hoi"
" Mức bình quân tiền lương tháng đóng bảo hiểm xã hội để tính lương hưu, trợ cấp một lần",Điều 62 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 62. Mức bình quân tiền lương tháng đóng bảo hiểm xã hội để tính lương hưu, trợ cấp một lần
1. Người lao động thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định có toàn bộ thời gian đóng bảo hiểm xã hội theo chế độ tiền lương này thì tính bình quân tiền lương tháng của số năm đóng bảo hiểm xã hội trước khi nghỉ hưu như sau:
a) Tham gia bảo hiểm xã hội trước ngày 01 tháng 01 năm 1995 thì tính bình quân của tiền lương tháng đóng bảo hiểm xã hội của 05 năm cuối trước khi nghỉ hưu;
b) Tham gia bảo hiểm xã hội trong khoảng thời gian từ ngày 01 tháng 01 năm 1995 đến ngày 31 tháng 12 năm 2000 thì tính bình quân của tiền lương tháng đóng bảo hiểm xã hội của 06 năm cuối trước khi nghỉ hưu;
c) Tham gia bảo hiểm xã hội trong khoảng thời gian từ ngày 01 tháng 01 năm 2001 đến ngày 31 tháng 12 năm 2006 thì tính bình quân của tiền lương tháng đóng bảo hiểm xã hội của 08 năm cuối trước khi nghỉ hưu;
d) Tham gia bảo hiểm xã hội trong khoảng thời gian từ ngày 01 tháng 01 năm 2007 đến ngày 31 tháng 12 năm 2015 thì tính bình quân của tiền lương tháng đóng bảo hiểm xã hội của 10 năm cuối trước khi nghỉ hưu;
đ) Tham gia bảo hiểm xã hội từ ngày 01 tháng 01 năm 2016 đến ngày 31 tháng 12 năm 2019 thì tính bình quân của tiền lương tháng đóng bảo hiểm xã hội của 15 năm cuối trước khi nghỉ hưu;
e) Tham gia bảo hiểm xã hội từ ngày 01 tháng 01 năm 2020 đến ngày 31 tháng 12 năm 2024 thì tính bình quân của tiền lương tháng đóng bảo hiểm xã hội của 20 năm cuối trước khi nghỉ hưu;
g) Tham gia bảo hiểm xã hội từ ngày 01 tháng 01 năm 2025 trở đi thì tính bình quân của tiền lương tháng đóng bảo hiểm xã hội của toàn bộ thời gian.
2. Người lao động có toàn bộ thời gian đóng bảo hiểm xã hội theo chế độ tiền lương do người sử dụng lao động quyết định thì tính bình quân tiền lương tháng đóng bảo hiểm xã hội của toàn bộ thời gian.
3. Người lao động vừa có thời gian đóng bảo hiểm xã hội thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định, vừa có thời gian đóng bảo hiểm xã hội theo chế độ tiền lương do người sử dụng lao động quyết định thì tính bình quân tiền lương tháng đóng bảo hiểm xã hội chung của các thời gian, trong đó thời gian đóng theo chế độ tiền lương do Nhà nước quy định được tính bình quân tiền lương tháng đóng bảo hiểm xã hội theo quy định tại khoản 1 Điều này.
4. Chính phủ quy định chi tiết Điều này. 
","bao hiem xa hoi, muc binh quan tien luong thang, dong bao hiem xa hoi, luong huu, tro cap mot lan"
 Điều chỉnh tiền lương đã đóng bảo hiểm xã hội,Điều 63 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 63. Điều chỉnh tiền lương đã đóng bảo hiểm xã hội
1. Tiền lương đã đóng bảo hiểm xã hội để làm căn cứ tính mức bình quân tiền lương tháng đóng bảo hiểm xã hội đối với người lao động quy định tại khoản 1 Điều 89 của Luật này được điều chỉnh theo mức lương cơ sở tại thời điểm hưởng chế độ hưu trí đối với người lao động tham gia bảo hiểm xã hội trước ngày 01 tháng 01 năm 2016.
Đối với người lao động bắt đầu tham gia bảo hiểm xã hội từ ngày 01 tháng 01 năm 2016 trở đi thì tiền lương đã đóng bảo hiểm xã hội để làm căn cứ tính mức bình quân tiền lương tháng đóng bảo hiểm xã hội được điều chỉnh như quy định tại khoản 2 Điều này.
2. Tiền lương đã đóng bảo hiểm xã hội để làm căn cứ tính mức bình quân tiền lương tháng đóng bảo hiểm xã hội đối với người lao động quy định tại khoản 2 Điều 89 của Luật này được điều chỉnh trên cơ sở chỉ số giá tiêu dùng của từng thời kỳ theo quy định của Chính phủ. 
","bao hiem xa hoi, dieu chinh tien luong, da dong"
" Tạm dừng, hưởng tiếp lương hưu, trợ cấp bảo hiểm xã hội hằng tháng",Điều 64 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 64. Tạm dừng, hưởng tiếp lương hưu, trợ cấp bảo hiểm xã hội hằng tháng
1. Người đang hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng bị tạm dừng, hưởng tiếp lương hưu, trợ cấp bảo hiểm xã hội hằng tháng khi thuộc một trong các trường hợp sau đây:
a) Xuất cảnh trái phép;
b) Bị Tòa án tuyên bố là mất tích;
c) Có căn cứ xác định việc hưởng bảo hiểm xã hội không đúng quy định của pháp luật.
2. Lương hưu, trợ cấp bảo hiểm xã hội hằng tháng được tiếp tục thực hiện khi người xuất cảnh trở về định cư hợp pháp theo quy định của pháp luật về cư trú. Trường hợp có quyết định có hiệu lực pháp luật của Tòa án hủy bỏ quyết định tuyên bố mất tích thì ngoài việc tiếp tục được hưởng lương hưu, trợ cấp còn được truy lĩnh tiền lương hưu, trợ cấp bảo hiểm xã hội hằng tháng kể từ thời điểm dừng hưởng.
3. Cơ quan bảo hiểm xã hội khi quyết định tạm dừng hưởng theo quy định tại điểm c khoản 1 Điều này phải thông báo bằng văn bản và nêu rõ lý do. Trong thời hạn 30 ngày kể từ ngày tạm dừng hưởng, cơ quan bảo hiểm xã hội phải ra quyết định giải quyết hưởng; trường hợp quyết định chấm dứt hưởng bảo hiểm xã hội thì phải nêu rõ lý do.","bao hiem xa hoi, tam dung, huong tiep luong huu, tro cap, hang thang"
" Thực hiện chế độ bảo hiểm xã hội đối với người đang hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng ra nước ngoài để định cư",Điều 65 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 65. Thực hiện chế độ bảo hiểm xã hội đối với người đang hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng ra nước ngoài để định cư
1. Người đang hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng ra nước ngoài để định cư được giải quyết hưởng trợ cấp một lần.
2. Mức trợ cấp một lần đối với người đang hưởng lương hưu được tính theo thời gian đã đóng bảo hiểm xã hội trong đó mỗi năm đóng bảo hiểm xã hội trước năm 2014 được tính bằng 1,5 tháng lương hưu đang hưởng, mỗi năm đóng bảo hiểm xã hội từ năm 2014 trở đi được tính bằng 02 tháng lương hưu đang hưởng; sau đó mỗi tháng đã hưởng lương hưu thì mức trợ cấp một lần trừ 0,5 tháng lương hưu. Mức thấp nhất bằng 03 tháng lương hưu đang hưởng.
3. Mức trợ cấp một lần đối với người đang hưởng trợ cấp bảo hiểm xã hội hằng tháng bằng 03 tháng trợ cấp đang hưởng.
Mục 5. CHẾ ĐỘ TỬ TUẤT","bao hiem xa hoi, thuc hien che do, nguoi dang huong luong huu, tro cap, hang thang, ra nuoc ngoai, dinh cu"
 Trợ cấp mai táng,Điều 66 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 66. Trợ cấp mai táng
1. Những người sau đây khi chết thì người lo mai táng được nhận một lần trợ cấp mai táng:
a) Người lao động quy định tại khoản 1 Điều 2 của Luật này đang đóng bảo hiểm xã hội hoặc người lao động đang bảo lưu thời gian đóng bảo hiểm xã hội mà đã có thời gian đóng từ đủ 12 tháng trở lên;
b) Người lao động chết do tai nạn lao động, bệnh nghề nghiệp hoặc chết trong thời gian điều trị do tai nạn lao động, bệnh nghề nghiệp;
c) Người đang hưởng lương hưu; hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng đã nghỉ việc.
2. Trợ cấp mai táng bằng 10 lần mức lương cơ sở tại tháng mà người quy định tại khoản 1 Điều này chết.
3. Người quy định tại khoản 1 Điều này bị Tòa án tuyên bố là đã chết thì thân nhân được hưởng trợ cấp mai táng quy định tại khoản 2 Điều này.","bao hiem xa hoi, tro cap mai tang"
 Các trường hợp hưởng trợ cấp tuất hằng tháng,Điều 67 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 67. Các trường hợp hưởng trợ cấp tuất hằng tháng
1. Những người quy định tại khoản 1 và khoản 3 Điều 66 của Luật này thuộc một trong các trường hợp sau đây khi chết thì thân nhân được hưởng tiền tuất hằng tháng:
a) Đã đóng bảo hiểm xã hội đủ 15 năm trở lên nhưng chưa hưởng bảo hiểm xã hội một lần;
b) Đang hưởng lương hưu;
c) Chết do tai nạn lao động, bệnh nghề nghiệp;
d) Đang hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng với mức suy giảm khả năng lao động từ 61 % trở lên.
2. Thân nhân của những người quy định tại khoản 1 Điều này được hưởng trợ cấp tuất hằng tháng, bao gồm:
a) Con chưa đủ 18 tuổi; con từ đủ 18 tuổi trở lên nếu bị suy giảm khả năng lao động từ 81% trở lên; con được sinh khi người bố chết mà người mẹ đang mang thai;
b) Vợ từ đủ 55 tuổi trở lên hoặc chồng từ đủ 60 tuổi trở lên; vợ dưới 55 tuổi, chồng dưới 60 tuổi nếu bị suy giảm khả năng lao động từ 81% trở lên;
c) Cha đẻ, mẹ đẻ, cha đẻ của vợ hoặc cha đẻ của chồng, mẹ đẻ của vợ hoặc mẹ đẻ của chồng, thành viên khác trong gia đình mà người tham gia bảo hiểm xã hội đang có nghĩa vụ nuôi dưỡng theo quy định của pháp luật về hôn nhân và gia đình nếu từ đủ 60 tuổi trở lên đối với nam, từ đủ 55 tuổi trở lên đối với nữ;
d) Cha đẻ, mẹ đẻ, cha đẻ của vợ hoặc cha đẻ của chồng, mẹ đẻ của vợ hoặc mẹ đẻ của chồng, thành viên khác trong gia đình mà người tham gia bảo hiểm xã hội đang có nghĩa vụ nuôi dưỡng theo quy định của pháp luật về hôn nhân và gia đình nếu dưới 60 tuổi đối với nam, dưới 55 tuổi đối với nữ và bị suy giảm khả năng lao động từ 81 % trở lên.
3. Thân nhân quy định tại các điểm b, c và d khoản 2 Điều này phải không có thu nhập hoặc có thu nhập hằng tháng nhưng thấp hơn mức lương cơ sở. Thu nhập theo quy định tại Luật này không bao gồm khoản trợ cấp theo quy định của pháp luật về ưu đãi người có công.
4. Thời hạn đề nghị khám giám định mức suy giảm khả năng lao động để hưởng trợ cấp tuất hằng tháng như sau:
a) Trong thời hạn 04 tháng kể từ ngày người tham gia bảo hiểm xã hội chết thì thân nhân có nguyện vọng phải nộp đơn đề nghị;
b) Trong thời hạn 04 tháng trước hoặc sau thời điểm thân nhân quy định tại điểm a khoản 2 Điều này hết thời hạn hưởng trợ cấp theo quy định thì thân nhân có nguyện vọng phải nộp đơn đề nghị.","bao hiem xa hoi, huong tro cap, tuat, hang thang"
 Mức trợ cấp tuất hằng tháng,Điều 68 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 68. Mức trợ cấp tuất hằng tháng
1. Mức trợ cấp tuất hằng tháng đối với mỗi thân nhân bằng 50% mức lương cơ sở; trường hợp thân nhân không có người trực tiếp nuôi dưỡng thì mức trợ cấp tuất hằng tháng bằng 70% mức lương cơ sở.
2. Trường hợp một người chết thuộc đối tượng quy định tại khoản 1 Điều 67 của Luật này thì số thân nhân được hưởng trợ cấp tuất hằng tháng không quá 04 người; trường hợp có từ 02 người chết trở lên thì thân nhân của những người này được hưởng 02 lần mức trợ cấp quy định tại khoản 1 Điều này.
3. Thời điểm hưởng trợ cấp tuất hằng tháng được thực hiện kể từ tháng liền kề sau tháng mà đối tượng quy định tại khoản 1 và khoản 3 Điều 66 của Luật này chết. Trường hợp khi bố chết mà người mẹ đang mang thai thì thời điểm hưởng trợ cấp tuất hằng tháng của con tính từ tháng con được sinh. 
","bao hiem xa hoi, muc tro cap, tuat, hang thang"
 Các trường hợp hưởng trợ cấp tuất một lần,Điều 69 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 69. Các trường hợp hưởng trợ cấp tuất một lần
Những người quy định tại khoản 1 và khoản 3 Điều 66 của Luật này thuộc một trong các trường hợp sau đây khi chết thì thân nhân được hưởng trợ cấp tuất một lần:
1. Người lao động chết không thuộc các trường hợp quy định tại khoản 1 Điều 67 của Luật này;
2. Người lao động chết thuộc một trong các trường hợp quy định tại khoản 1 Điều 67 nhưng không có thân nhân hưởng tiền tuất hằng tháng quy định tại khoản 2 Điều 67 của Luật này;
3. Thân nhân thuộc diện hưởng trợ cấp tuất hằng tháng theo quy định tại khoản 2 Điều 67 mà có nguyện vọng hưởng trợ cấp tuất một lần, trừ trường hợp con dưới 06 tuổi, con hoặc vợ hoặc chồng mà bị suy giảm khả năng lao động từ 81% trở lên;
4. Trường hợp người lao động chết mà không có thân nhân quy định tại khoản 6 Điều 3 của Luật này thì trợ cấp tuất một lần được thực hiện theo quy định của pháp luật về thừa kế. 
","bao hiem xa hoi, huong tro cap, tuat, mot lan"
 Mức trợ cấp tuất một lần,Điều 70 luật Bảo hiểm xã hội số 58/2014/QH13  ngày 20 tháng 11 năm 2014,"Điều 70. Mức trợ cấp tuất một lần
1. Mức trợ cấp tuất một lần đối với thân nhân của người lao động đang tham gia bảo hiểm xã hội hoặc người lao động đang bảo lưu thời gian đóng bảo hiểm xã hội được tính theo số năm đã đóng bảo hiểm xã hội, cứ mỗi năm tính bằng 1,5 tháng mức bình quân tiền lương tháng đóng bảo hiểm xã hội cho những năm đóng bảo hiểm xã hội trước năm 2014; bằng 02 tháng mức bình quân tiền lương tháng đóng bảo hiểm xã hội cho các năm đóng bảo hiểm xã hội từ năm 2014 trở đi; mức thấp nhất bằng 03 tháng mức bình quân tiền lương tháng đóng bảo hiểm xã hội. Mức bình quân tiền lương tháng đóng bảo hiểm xã hội làm căn cứ tính trợ cấp tuất một lần thực hiện theo quy định tại Điều 62 của Luật này.
2. Mức trợ cấp tuất một lần đối với thân nhân của người đang hưởng lương hưu chết được tính theo thời gian đã hưởng lương hưu, nếu chết trong 02 tháng đầu hưởng lương hưu thì tính bằng 48 tháng lương hưu đang hưởng; nếu chết vào những tháng sau đó, cứ hưởng thêm 01 tháng lương hưu thì mức trợ cấp giảm đi 0,5 tháng lương hưu, mức thấp nhất bằng 03 tháng lương hưu đang hưởng.
3. Mức lương cơ sở dùng để tính trợ cấp tuất một lần là mức lương cơ sở tại tháng mà người quy định tại khoản 1 và khoản 3 Điều 66 của Luật này chết. 
","bao hiem xa hoi, muc tro cap, tuat, mot lan"
